ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Chapa grill Venancio a gas 60cm c/base mod cggp60;1;3870000;;;;;;GCHVCGGP60;;;VENANCIO;7893956013896;;;71,00;99,00;88,00;154,64;;;;;;;;;;;CHAPA CHAIR BROILER. GRILL EN HIERRO FUNDIDO. MODELO A GAS DE BAJA PRESIòN. CONTROL INDIVIDUAL DE QUEMADORES. CUERPO EN ACERO INOXIDABLE.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHVCGGP60.jpg;;;;;
;Chapa usa Venancio mod cgp90 90cms con base l americana;1;4229000;;;;;;GCHV-CGP90;;;VENANCIO;7893956013933;;;103,00;44,00;90,00;101,97;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHV-CGP90.jpg;;;;;
;Choppera Memo 1 canilla mod barril a hielo 30l x hora 23kg hielo;1;2688000;;;;;;GCPMH-CGB1C;;;MEMO;7898923191393;;;49,00;55,00;44,00;52,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-CGB1C.jpg;;;;;
;Chapa usa Venancio mod cgp60 60cm con base l americana;1;3379000;;;;;;GCHV-CGP60;;;VENANCIO;7893956013865;;;71,00;115,00;78,00;159,22;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHV-CGP60.jpg;;;;;
;Choppera Memo 1 canilla mod slim 50l a 90l x hora 220v50hz 1100w inox;1;7584000;;;;;;GCPM-SLM1C;;;MEMO;7898923191447;;;38,20;47,50;34,00;15,42;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-SLM1C.jpg;;;;;
;Choppera Memo 1 canilla mod upper 40l a 70l x hora 220v50hz 1100w inox;1;6977000;;;;;;GCPM-UPR1C;;;MEMO;7898923191430;;;51,30;42,00;41,00;22,08;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-UPR1C.jpg;;;;;
;Choppera Memo 1 canilla mod icefort a hielo 30l x hora 28kg hielo;1;2221000;;;;;;GCPMH-ICF1C;;;MEMO;7898923191409;;;49,50;40,00;24,00;42,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ICF1C.jpg;;;;;
;Choppera Memo 2 canillas mod aleman 90l a 170l x hora 220v50hz 1450w inox;1;12445000;;;;;;GCPM-ALM2C;;;MEMO;7898923191461;;;50,00;30,50;30,50;28,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-ALM2C.jpg;;;;;
;Choppera Memo 2 canillas mod icefort a hielo 60l x hora 28kg hielo;1;3233000;;;;;;GCPMH-ICF2C;;;MEMO;7898923191423;;;48,00;15,00;15,00;35,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ICF2C.jpg;;;;;
;Choppera visicooler Memo 1 canilla 40l a 70l x hora 220v50hz 14500w;1;6726000;;;;;;GCPM-CVJ1C;;;MEMO;7898923191041;;;90,00;48,00;61,00;65,88;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-CVJ1C.jpg;;;;;
;Choppera portatil 1 canilla mod mochila service con barril de 10 litros;1;7469000;;;;;;GCPMP-BAGB1C;;;MEMO;7898923191492;;;74,50;60,00;43,50;70,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMP-BAGB1C.jpg;;;;;
;Churrasquera ii Tokyo 2000w cod b96800582 maxims;1;164000;;;;;;EDTCHB968;;;TOKYO;7896443129346;;;8,00;36,00;51,00;3,67;;;;;;;;;;;ELECTRICAPARRILLA EXTRAIBLEBANDEJA RECOLECTORA DE GRASARESISTENCIA DE PIEDRATERMOSTATO REGULABLELUZ PILOTO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTCHB968.JPG;;;;;
;Cilindro laminador con base Malta  mod 1038b 52 cms;1;4154000;;;;;;GCLM-1038B;;;MALTA;7896201762259;;;129,00;72,00;62,50;460,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1038B.jpg;;;;;
;Choppera Memo 2 canillas mod itaipu inox a hielo 60l x hora 50kg hielo;1;4587000;;;;;;GCPMH-ITP2C;;;MEMO;7898923191416;;;54,00;19,00;19,00;68,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ITP2C.jpg;;;;;
;Cilindro de gas co2  de 2.3kg generador de presion para chopperas Memo;1;1390000;;;;;;GCCPM-4445;;;MEMO;7898923191508;;;71,50;66,10;47,80;75,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCCPM-4445.jpg;;;;;
;Cilindro laminador de mesa inox Skymsen rollos de 300mm masa de 3kg 1/2hp 220v50;1;8122000;;;;;;GCLS-CLM300L;;;SKYMSEN;7895707672000;;;71,00;69,00;66,00;80,83;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLS-CLM300L.jpg;;;;;
;Cilindro de gas co2 de 4.5kg generador de presion para chopperas Memo;1;2034000;;;;;;GCCPM-4444;;;MEMO;7898923191515;;;66,00;60,00;48,00;70,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCCPM-4444.jpg;;;;;
;Cilindro laminador de mesa Malta  mod 1038 52 cms;1;3229000;;;;;;GCLM-1038;;;MALTA;;;;61,00;46,00;44,00;39,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1038.jpg;;;;;
;Churrasquera plancha grill Tokyo flexi 360 2000w 220v 50hz;1;274000;;;;;;EDTCHFLEX360;;;TOKYO;7841175013012;;;38,40;15,60;37,90;5,68;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTCHFLEX360-N.jpg;;;;;
;Cilindro laminador de mesa inox Skymsen rollos de 400mm masa de 5kg 1hp 220v50hz;1;12253000;;;;;;GCLS-CLM400;;;SKYMSEN;7895707672017;;;71,00;85,00;71,00;107,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLS-CLM400.jpg;;;;;
;Cilindro laminador de mesa Malta  mod 1037 42 cms;1;3965000;;;;;;GCLM-1037;;;MALTA;;;;60,00;45,00;55,00;37,13;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1037.jpg;;;;;
;Cilindro laminador de mesa Malta  mod 1032 32 cms;1;3957000;;;;;;GCLM-1032;;;MALTA;;;;61,00;46,00;44,00;37,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1032.jpg;;;;;
;Cilindro laminador de mesa Malta  mod 970 28 cms;1;242000;;;;;;GCLM-970;;;MALTA;7896201709704;;;21,50;37,00;11,50;177,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-970.jpg;;;;;
;Cilindro laminador Metvisa clm510 / clm220 220v 1.5 hp 220v;1;8011000;;;;;;GCLM-CLM510;;;METVISA;7899511903640;;;88,50;178,00;79,50;313,09;;;;;;;;;;;CILINDRO  LAMINADOR PARA MASASMARCA, METVISA MODELO, CLM.510FUNCION, LAMINAR MASAS.ESTRUCTURA EN ACERO INOX.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-CLM510.jpg;;;;;
;Cilindro sobadora electrica de mesa Malta mod 1004  de 40cm 220v 50hz;1;1795000;;;;;;GCSEM-1004;;;MALTA;7896201710144;;;68,00;62,00;35,00;136,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCSEM-1004.jpg;;;;;
;Cocina a gas Tokyo bravo con encendido 4h calienta platos mesa inox con luz;1;939000;;;;;;COTOBRA4HECP-RE;;;TOKYO;7899639731774;;;50,50;81,50;57,50;59,16;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOBRA4HECP-RE.jpg;;;;;
;Coc Tokyo  vitro 4horn vitroceramicas horno electr c/grill;1;3260000;;;;;;COTOVITRO;;;TOKYO;7841175004348;;;55,00;89,00;67,00;81,99;;;;;;;;;;;COCINA VITRO 4H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOVITRO-N.JPG;;;;;
;Cocina a gas Tokyo dallas 4h mesa inox tapa de vidrio horno  autolimpiante negro;1;570000;;;;;;COTODA4HAN-RE;;;TOKYO;7899639731743;;;50,50;81,50;57,50;59,16;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTODA4HAN-RE.jpg;;;;;
;Cocina a gas Tokyo bravo4h c/calientplatos/mesa inox;1;673000;;;;;;COTOBRA4HCP-RE;;;TOKYO;7899639731767;;;50,50;81,50;57,50;59,16;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOBRA4HCP-RE.jpg;;;;;
;Cocina a gas Tokyo apolo c/respaldo 4h mesa inox;1;290000;;;;;;COTOAP-RE;;;TOKYO;7899639731811;;;50,50;20,00;57,50;14,52;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOAP-RE.JPG;;;;;
;Cocina a gas tokyo ind. u hornallas jzh-rq-4;1;8080000;;;;;;GCGT-JZH-RQ-4;;;TOKYO INDUSTRIAL;7841175010479;;;70,00;70,00;92,00;117,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCGT-JZH-RQ-4.jpg;;;;;
;Cocina a gas Tokyo dallas 5h mesa acero inox;1;1150000;;;;;;COTODA5-RE;;;TOKYO;7899639716146;;;82,00;77,00;64,00;101,02;;;;;;;;;;;5 HORNALLAS A GAS, MESADA DE ACERO INOXIDABLE, TEMPERATURA MáXIMA 270ºC,2 TAMAñOS DE HORNALLAS,HORNO VISOR CON DOBLE VIDRIO, HORNO AUTOLIMPIANTE .;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTODA5-RE.jpg;;;;;
;Cocina americana Venancio a gas mod fa4f 4hornallas;1;7060000;;;;;;GCAVFA4F-NV;;;VENANCIO;7893956000650;;;85,00;92,00;104,00;203,32;;;;;;;;;;;COCINA DE AMURAR 4 HORNALLAS CON HORNO HORNALLAS, EN HIERRO FUNDIDO CON QUEMADORES TIPO ESTRELLA. CONTROL INDIVIDUAL DE QUEMADORES. CONTROL DE LLAMA PILOTO EN UNICO REGISTRO. PARRILLAS REMOVIBLES EN MONOBLOQUE DE 8 PUNTAS. CUERPO EN ACERO CEPILLADO. HORNO CON VALVULA DE SEGURIDAD CON 5 POSICIONES Y ENCENDIDO. 1 PARRILA CON TRAVA DE SEGURIDAD. PORTA CONDIMENTOS EN LA PARTE SUPERIOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA4F-NV.jpg;;;;;
;Cocina a gas Tokyo dallas 4h mesa inox tapa de vidrio horno autolimpiante blanco;1;542000;;;;;;COTODA4HA-RE;;;TOKYO;7899639731736;;;50,50;81,50;57,50;59,16;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTODA4HA-RE.jpg;;;;;
;Cocina americana Venancio a gas mod fa6p 6hornallas;1;7916000;;;;;;GCAVFA6P;;;VENANCIO;7893956000681;;;102,00;41,00;82,00;85,73;;;;;;;;;;;ANAFE CON BASE 6 HORNALLASQUEMADORES EN HIERRO FUNDIDO TIPO ESTRELLAHORNALLAS DE 30X30 CMSCONTROL INDIVIDUAL DE QUEMADORESMODELO A GAS DE BAJA PRESIÒNCUERPO EN ACERO INOXIDABLE;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA6P.jpg;;;;;
;Cocina americana Venancio a gas mod fa4p 4hornallas;1;6412000;;;;;;GCAVFA4P;;;VENANCIO;7893956000667;;;78,00;117,00;71,00;161,99;;;;;;;;;;;ANAFE 4 HORNALLAS LINEA AMERICANA MODELO A GAS DE BAJA PRESIòN QUEMADORES EN HIERRO FUNDIDO TIPO ESTRELLA CONTROL INDIVIDUAL DE QUEMADORES CUERPO EN ACERO INOXIDABLE;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA4P.jpg;;;;;
;Cocina a gas Tokyo petit 4h mesa inox con respaldo horno limpia facil;1;503000;;;;;;COTOPET4H-RE;;;TOKYO;7899639731729;;;49,50;81,00;56,00;56,13;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOPET4H-RE.jpg;;;;;
;Cocina americana Venancio a gas mod fa6f 6quemadores estrella/horno;1;8213000;;;;;;GCAVFA6F-NV;;;VENANCIO;7893956000674;;;87,00;102,50;101,50;226,28;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA6F-NV.jpg;;;;;
;Cocina bravo 4horn. Venancio mod br4bf c/horno;1;3467000;;;;;;GCVBR4BF-NV;;;VENANCIO;7893956014169;;;92,00;88,00;89,00;180,14;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVBR4BF-NV.jpg;;;;;
;Cocina electrica Tokyo 1placa mod tok19 1500w;1;124000;;;;;;COTOK19;;;TOKYO;7841175001347;;;9,50;27,00;33,00;14,00;;;;;;;;;;;REGULADOR DE TEMPERATURATERMOSTATONIVELES DE POTENCIA MIN., MAX.MED.  ANCHO 29CM, ALTURA 7CM, PROF. 23CM;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK19.JPG;;;;;
;Cocina bravo 6hornallas Venancio mod br6bf c/horno;1;4357000;;;;;;GCVBR6BF-NV;;;VENANCIO;7893956014176;;;92,00;88,00;130,00;263,12;;;;;;;;;;;COCINA A GAS LINEA BRAVO. CAPACIDAD, 6 HORNALLAS. HORNALLAS REDONDAS EN HIERRO FUNDIDO. 3 QUEMADORES DOBLES/ 3 QUEMADORES SIMPLES. MESADA Y ESTRUCTURA ENLOSADA. BANDEJA COLECTORA MOVIL ESMALTADA. AISLAMIENTO DEL HORNO EN LANA DE ROCA. DOS PARRILLAS EN EL HORNO. HORNO VISOR CON BURLETE DE SELLADO PARA RETENER EL CALOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVBR6BF-NV.jpg;;;;;
;Cocina electrica Tokyo 2placas mod tok20 1500-750w;1;197000;;;;;;COTOK20;;;TOKYO;7841175001354;;;9,50;54,00;65,00;12,00;;;;;;;;;;;REGULADOR DE TEMPERATURATERMOSTATONIVELES DE POTENCIA MIN., MAX.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK20.JPG;;;;;
;Cocina maxi 2hornallas Venancio mod m2pd2;1;1924000;;;;;;GCVM2PD2-NV;;;VENANCIO;7893956008151;;;75,00;38,00;117,00;83,36;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVM2PD2-NV.jpg;;;;;
;Cocina elect Tokyo md tokdualii 2horn 1 inducc 1 infrarrojo;1;501000;;;;;;COTOKDUALII;;;TOKYO;7841175013234;;;11,00;44,00;70,80;8,57;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOKDUALII-N.jpg;;;;;
;Cocina maxi 4hornallas Venancio mod m4d;1;3010000;;;;;;GCVM4D-NV;;;VENANCIO;7893956008496;;;80,00;144,50;110,50;319,35;;;;;;;;;;;COCINA MODULAR LINEA MAXI 4 HORNALLAS. HORNALLAS REFORZADAS DE 40X40 CMS. QUEMADORES DOBLES DE 18 CMS. TOTALMENTE DESMONTABLE PARA TRASPORTE. ALTURA PADRON DE 80 CMS. PERFIL 10. UNION DE BORDE PARA AMPLIACIòN DE MODULOS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVM4D-NV.jpg;;;;;
;Cocina industrial Progas 6h mod pms-600n c/opción de horno fsi-680;1;2045000;;;;;;GCP-PMS600N;;;PROGAS;7898466532318;;;88,00;16,50;111,00;40,29;;;;;;;;;;;COCINA INDUSTRIAL 6 HORNALLAS DE 30X30 CMS. QUEMADORES SIMPLES CON DOBLE LLAMA. ESTRUCTURA EN CHAPA DE ACERO/HIERRO FUNDIDO. BANDEJA COLECTORA DE GRASA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCP-PMS600N.jpg;;;;;
;Cocina combinada Tokyo blanca essencial 3horn gas 1elect horno electrico 50x50cm;1;1496000;;;;;;COTOKESSE31BB;;;TOKYO;7841175008476;;;53,00;86,00;57,00;64,95;;;;;;;;;;;COCINA COMBINADA ESSENCIAL 3H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOKESSE31BB.JPG;;;;;
;Cocina maxi 6hornallas Venancio mod m6d;1;4973000;;;;;;GCVM6D;;;VENANCIO;7893956008847;;;124,00;35,00;170,00;184,45;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVM6D.jpg;;;;;
;Cocina Progas 3hornallas 40*40 doble quemador c/horno pmd-300nf;1;3432000;;;;;;GCP-PMD300NF;;;PROGAS;;;;77,00;29,00;166,00;92,67;;;;;;;;;;;COCINA INDUSTRIAL 3 HORNALLAS.3 HORNALLAS DE 40X40 CMS.QUEMADORES DOBLES DE 20 MM DE DIAMETRO.FABRICADO EN CHAPA DE ACERO CON PINTURA ANTICORROSIVA .ESTRUCTURA REFORZADA Y DESMONTABLE.BANDEJA COLECTORA DE GRASA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCP-PMD300NF.jpg;;;;;
;Cocina Progas 2hornallas mod pm-200;1;630000;;;;;;GCP-PM200;;;PROGAS;7898466530802;;;22,00;76,00;48,00;20,06;;;;;;;;;;;COCINA INDUSTRIAL 2 HORNALLAS DE 30X30 CMS EN HIERRO FUNDIDO. PERFIL 3 CMS QUEMADORES DE 10 CMS DE DIAMETRO EN MATERIAL FUNDIDO CON FIJACIòN A TRAVES DE ENCAJE. BANDEJA COLECTORA DE GRASA. ENTRADA PARA HORNO FSI-500;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCP-PM200.jpg;;;;;
;Cocina Progas mod pm-400 4horn sencilla 30x30 sin horno;1;1275000;;;;;;GCP-PM400;;;PROGAS;7898466530819;;;79,00;20,00;72,00;28,44;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCP-PM400.jpg;;;;;
;Cocina Progas mod pms-600nfch 6horn c/plancha y horno;1;4263000;;;;;;GCP-PMS600NFCH;;;PROGAS;7898466532288;;;91,00;28,50;149,00;96,61;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCP-PMS600NFCH.jpg;;;;;
;Cocina Venancio 1 hornalla de 40x40 cm quem doble;1;991000;;;;;;GCOV-M1PD;;;VENANCIO;0789395601466;;;78,00;36,00;91,00;63,88;;;;;;;;;;;COCINA INDUSTRIAL A GAS. 1 HORNALLA DOBLE. QUEMADOR EN HIERRO FUNDIDO DE 18 CMS. DE DIáMETRO. COMPLETAMENTE DESMONTABLE Y MODULAR. BANDEJA COLECTORA DE RESIDUOS. ESTRUCTURA EN CHAPA DE ACERO.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCOV-M1PD.jpg;;;;;
;Cocina Progas mod pms-400 4h 30*30cm sin horno;1;1377000;;;;;;GCOPG-PMS400;;;PROGAS;7898466530826;;;76,00;17,00;89,00;33,60;;;;;;;;;;;COCINA INDUSTRIAL 4 HORNALLAS SIN HORNO.4 HORNALLAS DE 30X30 CMS.QUEMADORES DE 12MM DE DIAMETRO..HORNALLAS EN HIERRO FUNDIDO.FABRICADO EN CHAPA DE ACERO CON PINTURA EPOXI.ESTRUCTURA DESMONTABLE.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCOPG-PMS400.jpg;;;;;
;Cocina Whirlpool wfd5narruw 5h inox doble horno;1;4557000;;;;;;COWFD5NARRUW;;;WHIRLPOOL;7891129519909;;;77,70;100,00;81,40;158,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COWFD5NARRUW.jpg;;;;;
;Cocina Volcan mod 85852p acero inoxidable;1;3435000;;;;;;COVO85852P;;;VOLCAN;7797039002909;;;63,00;90,00;60,00;85,05;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COVO85852P.jpg;;;;;
;Cocina Whirlpool wfs5naruuw 5h inox;1;3038000;;;;;;COWFS5NARUUW;;;WHIRLPOOL;7891129519824;;;77,70;100,00;81,40;158,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COWFS5NARUUW.jpg;;;;;
;Combo Remington secador ac5099 y alisador s9509 ultimate ceramic + adaptador;1;598000;;;;;;EDRC95095099;;;REMINGTON;074590544442;;;15,00;31,00;39,00;4,53;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRC95095099.jpg;;;;;
;Condensador modular vrf, Tokyo optima, full inverter arv6, de 136.486 btu/h, ten;1;50345000;;;;;;AARV6-CMT136CHRI1;;;TOKYO;7841175013531;;;139,50;186,50;81,50;530,09;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AARV6-CMT136CHRI1.jpg;;;;;
;Condensador Lg mod aaLgc18-pt-60chr1 60000 btu f/c piso/techo gas eco 410a f/c 3;1;7617000;;;;;;AALGC18-PT-60CHR1;;;LG;8806087893021;;;113,00;147,50;46,00;191,68;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC18-PT-60CHR1.jpg;;;;;
;Condensador comercial Tokyo f/c 36000btu 380-420 50hz;1;2766000;;;;;;AATOCMI-36D-CHR;;;TOKYO;;;;44,00;110,00;112,00;135,52;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCMI-36D-CHR.JPG;;;;;
;Condensador modular vrf, Tokyo optima, full inverter arv6, de 208.141 btu/h, ten;1;49595000;;;;;;AARV4-CMT208CHRI1;;;TOKYO;7841175013494;;;139,50;186,50;81,50;530,09;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AARV4-CMT208CHRI1.jpg;;;;;
;Condensador modular vrf, Tokyo optima, full inverter arv6, de 95.540 btu/h, tens;1;46089000;;;;;;AARV4-CMT95CHRI1;;;TOKYO;7841175013463;;;139,50;186,50;81,50;530,09;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AARV4-CMT95CHRI1.jpg;;;;;
;Condensador techo suspendido Lg inverter ,36.000 btu/h, f/c,220-240v-1f-50/60hz;1;5788000;;;;;;AALGC19-PT-36CHR1;;;LG;8806087893014;;;114,00;91,80;46,10;120,61;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC19-PT-36CHR1.jpg;;;;;
;Condensador techo suspendido Lg inverter, 48.000 btu/h, f/c,380-420v-3f-50/60hz;1;6790000;;;;;;AALGC19-PT-48CHR1;;;LG;;;;114,00;146,20;46,10;192,08;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC19-PT-48CHR1.jpg;;;;;
;Condensador Tokyo  swing sway 36000btu f/c cma17-36chr1 220v/50hz;1;3650000;;;;;;AATOCMA17-36CHR1SW;;;TOKYO;7841175009725;;;109,00;50,00;87,50;119,22;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCMA17-36CHR1SW.jpg;;;;;
;Condensador Tokyo 36000 btu cmi-36d frio s desc.horiz.;1;2091000;;;;;;AATOCMI-36D;;;TOKYO;;;;39,00;91,00;103,00;91,39;;;;;;;;;;;FRíO SOLO, FRíO/CALORCOMPRESOR SCROLL DE ALTA EFICIENCIAFUNCIóN AUTO RESTARTDESHUMIDIFICADOR INDEPENDIENTE TIMER TRIFáSICOALTA CAPACIDAD PARA VENCER CONTRA PRESIONESVENTILADOR CON GRAN CAUDAL DE AIRE PARA DUCTOS DE HASTA 16 M. DE LONGITUD*OBSERVACIóN  LOS MODELOS CHR SON FRíO/CALOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCMI-36D.JPG;;;;;
;Condensador Tokyo casete inverter cch18-ci-18chr1 18000btu f/c horiz 220v/1p/50h;1;2883000;;;;;;AATCCH18-CI-18CHR1;;;TOKYO;7841175011810;;;99,00;77,00;41,00;78,14;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-CI-18CHR1.jpg;;;;;
;Condensador Tokyo casete inverter cch18-ci-48chr1 48000btu f/c horiz 380v/3p/50h;1;4773000;;;;;;AATCCH18-CI-48CHR1;;;TOKYO;7841175011766;;;96,40;114,50;40,20;110,93;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-CI-48CHR1.jpg;;;;;
;Condensador Tokyo 48000 btu cmi-48d frio s desc.horiz;1;2992000;;;;;;AATOCMI-48D;;;TOKYO;;;;43,00;109,00;112,00;131,24;;;;;;;;;;;FRíO SOLO, FRíO/CALORCOMPRESOR SCROLL DE ALTA EFICIENCIAFUNCIóN AUTO RESTARTDESHUMIDIFICADOR INDEPENDIENTETIMERTRIFáSICOALTA CAPACIDAD PARA VENCER CONTRA PRESIONESVENTILADOR CON GRAN CAUDAL DE AIRE PARA DUCTOS DE HASTA 16 M. DE LONGITUD;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCMI-48D.JPG;;;;;
;Condensador Tokyo casete inverter cch18-ci-60chr1 60000btu f/c horiz 380v/3p/50h;1;5332000;;;;;;AATCCH18-CI-60CHR1;;;TOKYO;7841175011773;;;96,40;114,50;40,20;110,93;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-CI-60CHR1.jpg;;;;;
;Condensador Tokyo casette slim f/c60000btu cch18-cs-60chr1 desc vert 380v/3/50hz;1;4940000;;;;;;AATCCH18-CS-60CHR1;;;TOKYO;7841175010929;;;76,00;87,50;76,00;126,35;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-CS-60CHR1.jpg;;;;;
