ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Carro para 20 bandejas mod 2058 Metvisa;1;1043000;;;;;;GCM-2058;;;METVISA;7899511910341;;;66,00;167,00;23,00;380,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCM-2058.jpg;;;Marca:METVISA&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Carro para 10 bandejas mod 1058 Metvisa;1;741000;;;;;;GCM-1058;;;METVISA;7899511910334;;;66,00;167,00;23,00;240,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCM-1058.jpg;;;Marca:METVISA&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Campana Whirlpool wpi91de 90cm inox vidrio recto;1;2806000;;;;;;EDWCWPI91DE;;;WHIRLPOOL;7797750006125;;;41,00;61,00;97,00;60,65;;;3;;;;;;;;CAMPANA EN ACERO INOXIDABLE Y VIDRIO CON 3 VELOCIDADES DE ASPIRACIóN, 90CM, CON VIDRIO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDWCWPI91DE.jpg;;;Marca:WHIRLPOOL&Producto:EXTRACCI�N&Segmento:VENTILACION&Vendedor:Sara Comercial;;
;Campana Whirlpool wpi61de 60cm inox vidrio recto;1;3091000;;;;;;EDWCWPI61DE;;;WHIRLPOOL;7797750006118;;;41,00;60,00;66,00;40,59;;;3;;;;;;;;CAMPANA EN ACERO INOXIDABLE Y VIDRIO CON 3 VELOCIDADES DE ASPIRACIóN, 60CM, CON VIDRIO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDWCWPI61DE.jpg;;;Marca:WHIRLPOOL&Producto:EXTRACCI�N&Segmento:VENTILACION&Vendedor:Sara Comercial;;
;Carro de 3niveles Tokyo industrial rpc-l3 p/servicio c/ruedas;1;624000;;;;;;GCT-RPCL3;;;TOKYO INDUSTRIAL;6932398815635;;;55,00;16,00;86,00;18,92;;;3;;;;;;;;CARRO PARA SERVICIO.3 NIVELES.ESTRUCTURA EN ACERO INOXIDABLE.CAÑOS CROMADOS.RUEDAS PARA LOCOMOCIÒN.DIMENSIONES,0,86XO,54X0,94 MTS.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCT-RPCL3.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Carro p/18 bandejas Tokyo industrial 1/1 inox-tr-m18a;1;1131000;;;;;;GC-TRM18A;;;TOKYO INDUSTRIAL;6932398812221;;;61,00;86,00;170,00;222,96;;;3;;;;;;;;CARRO PARA RESTAURANT CAPACIDAD, 18 BANDEJAS GASTRONORM 1/1 ESTRUCTURA EN ACERO INOXIDABLE RUEDAS Y TRABA DE SEGURIDAD TRABA DE BANDEJAS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GC-TRM18A.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Carro Tokyo industrial para 6 gn s 1/1 mod bv-m5;1;1195000;;;;;;GCT-BVM5;;;TOKYO INDUSTRIAL;6932398819305;;;79,00;17,50;79,00;27,30;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCT-BVM5.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Centrifuga de ropas Arno mod cra55 5.2kgs blanca tambor inox;1;716000;;;;;;EDASCRA55;;;ARNO;7797003956399;;;39,00;67,00;39,00;25,48;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDASCRA55.jpg;;;Marca:ARNO&Producto:CENTRIFUGAS DE ROPA -10KG&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial;;
;Carro para cubiertos Tokyo industrial 5 depositos mod rpc-5;1;516000;;;;;;GCT-RPC5;;;TOKYO INDUSTRIAL;693239881444;;;86,00;16,00;86,00;29,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCT-RPC5.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:CARROS GASTRONOMICOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Centrifuga de ropas Tokyo 7kgs mod tok7kcen 200w 220v/50hz;1;484000;;;;;;EDTSETOK7KCEN;;;TOKYO;7841175004683;;;42,50;77,00;43,00;35,18;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTSETOK7KCEN.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial;;
;Cepillo alisador Remington 2en1 mod cb7400 3 temp. max 230c bivolt;1;271000;;;;;;EDRPCB7400;;;REMINGTON;074590547023;;;6,30;15,10;33,40;0,79;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRPCB7400-N.jpg;;;Marca:REMINGTON&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Chapa a gas Metvisa cfgp.06 610mm 2 quemadores con prensa 220v;1;1349000;;;;;;GCHM-CFGP06;;;METVISA;7899511907853;;;65,00;36,00;66,00;38,61;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHM-CFGP06.jpg;;;Marca:METVISA&Producto:CHURRASQUERAS-GASTRO&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Centrifuga de ropas Tokyo 12bl cap 12kgs blanca 220v 50hz;1;839000;;;;;;EDTSET12BL-NV;;;TOKYO;7896518512790;;;47,90;70,50;43,80;36,98;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTSET12BL-NV.JPG;;;Marca:TOKYO&Producto:CENTRIFUGAS DE ROPA +10KG&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial;;
;Chapa grill Venancio a gas 60cm c/base mod cggp60;1;3870000;;;;;;GCHVCGGP60;;;VENANCIO;7893956013896;;;71,00;99,00;88,00;154,64;;;3;;;;;;;;CHAPA CHAIR BROILER. GRILL EN HIERRO FUNDIDO. MODELO A GAS DE BAJA PRESIòN. CONTROL INDIVIDUAL DE QUEMADORES. CUERPO EN ACERO INOXIDABLE.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHVCGGP60.jpg;;;Marca:VENANCIO&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Chapa usa Venancio mod cgp60 60cm con base l americana;1;3379000;;;;;;GCHV-CGP60;;;VENANCIO;7893956013865;;;71,00;115,00;78,00;159,22;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHV-CGP60.jpg;;;Marca:VENANCIO&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Chapa usa Venancio mod cgp90 90cms con base l americana;1;4229000;;;;;;GCHV-CGP90;;;VENANCIO;7893956013933;;;103,00;44,00;90,00;101,97;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHV-CGP90.jpg;;;Marca:VENANCIO&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 1 canilla mod upper 40l a 70l x hora 220v50hz 1100w inox;1;6977000;;;;;;GCPM-UPR1C;;;MEMO;7898923191430;;;51,30;42,00;41,00;22,08;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-UPR1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 1 canilla mod icefort a hielo 30l x hora 28kg hielo;1;2221000;;;;;;GCPMH-ICF1C;;;MEMO;7898923191409;;;49,50;40,00;24,00;42,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ICF1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 1 canilla mod slim 50l a 90l x hora 220v50hz 1100w inox;1;7584000;;;;;;GCPM-SLM1C;;;MEMO;7898923191447;;;38,20;47,50;34,00;15,42;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-SLM1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 1 canilla mod barril a hielo 30l x hora 23kg hielo;1;2688000;;;;;;GCPMH-CGB1C;;;MEMO;7898923191393;;;49,00;55,00;44,00;52,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-CGB1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 2 canillas mod aleman 90l a 170l x hora 220v50hz 1450w inox;1;12445000;;;;;;GCPM-ALM2C;;;MEMO;7898923191461;;;50,00;30,50;30,50;28,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-ALM2C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 2 canillas mod icefort a hielo 60l x hora 28kg hielo;1;3233000;;;;;;GCPMH-ICF2C;;;MEMO;7898923191423;;;48,00;15,00;15,00;35,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ICF2C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera Memo 2 canillas mod itaipu inox a hielo 60l x hora 50kg hielo;1;4587000;;;;;;GCPMH-ITP2C;;;MEMO;7898923191416;;;54,00;19,00;19,00;68,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMH-ITP2C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera portatil 1 canilla mod mochila service con barril de 10 litros;1;7469000;;;;;;GCPMP-BAGB1C;;;MEMO;7898923191492;;;74,50;60,00;43,50;70,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPMP-BAGB1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Choppera visicooler Memo 1 canilla 40l a 70l x hora 220v50hz 14500w;1;6726000;;;;;;GCPM-CVJ1C;;;MEMO;7898923191041;;;90,00;48,00;61,00;65,88;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCPM-CVJ1C.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro de gas co2-de 2.3kg generador de presion para chopperas Memo;1;1390000;;;;;;GCCPM-4445;;;MEMO;7898923191508;;;71,50;66,10;47,80;75,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCCPM-4445.jpg;;;Marca:MEMO&Producto:BARRILES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Churrasquera plancha grill Tokyo flexi 360 2000w 220v 50hz;1;285000;;;;;;EDTCHFLEX360;;;TOKYO;7841175013012;;;38,40;15,60;37,90;5,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTCHFLEX360-N.jpg;;;Marca:TOKYO&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Churrasquera ii Tokyo 2000w cod b96800582 maxims;1;170000;;;;;;EDTCHB968;;;TOKYO;7896443129346;;;8,00;36,00;51,00;3,67;;;3;;;;;;;;ELECTRICAPARRILLA EXTRAIBLEBANDEJA RECOLECTORA DE GRASARESISTENCIA DE PIEDRATERMOSTATO REGULABLELUZ PILOTO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTCHB968.JPG;;;Marca:TOKYO&Producto:PEQUE�OS ELECTRODOMESTICOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Cilindro de gas co2 de 4.5kg generador de presion para chopperas Memo;1;2034000;;;;;;GCCPM-4444;;;MEMO;7898923191515;;;66,00;60,00;48,00;70,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCCPM-4444.jpg;;;Marca:MEMO&Producto:BARRILES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador con base Malta-mod 1038b 52 cms;1;4154000;;;;;;GCLM-1038B;;;MALTA;7896201762259;;;129,00;72,00;62,50;460,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1038B.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa inox Skymsen rollos de 300mm masa de 3kg 1/2hp 220v50;1;8122000;;;;;;GCLS-CLM300L;;;SKYMSEN;7895707672000;;;71,00;69,00;66,00;80,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLS-CLM300L.jpg;;;Marca:SKYMSEN&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa inox Skymsen rollos de 400mm masa de 5kg 1hp 220v50hz;1;12253000;;;;;;GCLS-CLM400;;;SKYMSEN;7895707672017;;;71,00;85,00;71,00;107,12;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLS-CLM400.jpg;;;Marca:SKYMSEN&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa Malta-mod 1037 42 cms;1;3965000;;;;;;GCLM-1037;;;MALTA;;;;60,00;45,00;55,00;37,13;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1037.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa Malta-mod 1032 32 cms;1;3957000;;;;;;GCLM-1032;;;MALTA;;;;61,00;46,00;44,00;37,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1032.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa Malta-mod 1038 52 cms;1;3229000;;;;;;GCLM-1038;;;MALTA;;;;61,00;46,00;44,00;39,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-1038.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador de mesa Malta-mod 970 28 cms;1;242000;;;;;;GCLM-970;;;MALTA;7896201709704;;;21,50;37,00;11,50;177,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-970.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro laminador Metvisa clm510 / clm220 220v 1.5 hp 220v;1;8011000;;;;;;GCLM-CLM510;;;METVISA;7899511903640;;;88,50;178,00;79,50;313,09;;;3;;;;;;;;CILINDRO  LAMINADOR PARA MASASMARCA, METVISA MODELO, CLM.510FUNCION, LAMINAR MASAS.ESTRUCTURA EN ACERO INOX.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCLM-CLM510.jpg;;;Marca:METVISA&Producto:GASTRONOMIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cilindro sobadora electrica de mesa Malta mod 1004-de 40cm 220v 50hz;1;1795000;;;;;;GCSEM-1004;;;MALTA;7896201710144;;;68,00;62,00;35,00;136,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCSEM-1004.jpg;;;Marca:MALTA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina a gas Tokyo bravo con encendido 4h calienta platos mesa inox con luz;1;939000;;;;;;COTOBRA4HECP-RE;;;TOKYO;7899639731774;;;50,50;81,50;57,50;59,16;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOBRA4HECP-RE.jpg;;;Marca:TOKYO&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Coc Tokyo-vitro 4horn vitroceramicas horno electr c/grill;1;3260000;;;;;;COTOVITRO;;;TOKYO;7841175004348;;;55,00;89,00;67,00;81,99;;;3;;;;;;;;COCINA VITRO 4H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOVITRO-N.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina a gas Tokyo bravo4h c/calientplatos/mesa inox;1;673000;;;;;;COTOBRA4HCP-RE;;;TOKYO;7899639731767;;;50,50;81,50;57,50;59,16;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOBRA4HCP-RE.jpg;;;Marca:TOKYO&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina a gas Tokyo euro 4h frente inox top control encendido. luz y parrilla aut;1;1349000;;;;;;COTOEU4HITE-RE;;;TOKYO;7899639731798;;;50,50;81,50;63,50;65,34;;;3;;;;;;;;COCINA A GAS EURO 4 HORNALLAS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOEU4HITE-RE.jpg;;;Marca:TOKYO&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina a gas Tokyo petit 4h mesa inox con respaldo horno limpia facil;1;503000;;;;;;COTOPET4H-RE;;;TOKYO;7899639731729;;;49,50;81,00;56,00;56,13;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOPET4H-RE.jpg;;;Marca:TOKYO&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina americana Venancio a gas mod fa4f 4hornallas;1;7060000;;;;;;GCAVFA4F-NV;;;VENANCIO;7893956000650;;;85,00;92,00;104,00;203,32;;;3;;;;;;;;COCINA DE AMURAR 4 HORNALLAS CON HORNO HORNALLAS, EN HIERRO FUNDIDO CON QUEMADORES TIPO ESTRELLA. CONTROL INDIVIDUAL DE QUEMADORES. CONTROL DE LLAMA PILOTO EN UNICO REGISTRO. PARRILLAS REMOVIBLES EN MONOBLOQUE DE 8 PUNTAS. CUERPO EN ACERO CEPILLADO. HORNO CON VALVULA DE SEGURIDAD CON 5 POSICIONES Y ENCENDIDO. 1 PARRILA CON TRAVA DE SEGURIDAD. PORTA CONDIMENTOS EN LA PARTE SUPERIOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA4F-NV.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina americana Venancio a gas mod fa4p 4hornallas;1;6412000;;;;;;GCAVFA4P;;;VENANCIO;7893956000667;;;78,00;117,00;71,00;161,99;;;3;;;;;;;;ANAFE 4 HORNALLAS LINEA AMERICANA MODELO A GAS DE BAJA PRESIòN QUEMADORES EN HIERRO FUNDIDO TIPO ESTRELLA CONTROL INDIVIDUAL DE QUEMADORES CUERPO EN ACERO INOXIDABLE;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA4P.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina a gas tokyo ind. u hornallas jzh-rq-4;1;8080000;;;;;;GCGT-JZH-RQ-4;;;TOKYO INDUSTRIAL;7841175010479;;;70,00;70,00;92,00;117,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCGT-JZH-RQ-4.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina americana Venancio a gas mod fa6f 6quemadores estrella/horno;1;8213000;;;;;;GCAVFA6F-NV;;;VENANCIO;7893956000674;;;87,00;102,50;101,50;226,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA6F-NV.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina bravo 4horn. Venancio mod br4bf c/horno;1;3467000;;;;;;GCVBR4BF-NV;;;VENANCIO;7893956014169;;;92,00;88,00;89,00;180,14;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVBR4BF-NV.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina bravo 6hornallas Venancio mod br6bf c/horno;1;4357000;;;;;;GCVBR6BF-NV;;;VENANCIO;7893956014176;;;92,00;88,00;130,00;263,12;;;3;;;;;;;;COCINA A GAS LINEA BRAVO. CAPACIDAD, 6 HORNALLAS. HORNALLAS REDONDAS EN HIERRO FUNDIDO. 3 QUEMADORES DOBLES/ 3 QUEMADORES SIMPLES. MESADA Y ESTRUCTURA ENLOSADA. BANDEJA COLECTORA MOVIL ESMALTADA. AISLAMIENTO DEL HORNO EN LANA DE ROCA. DOS PARRILLAS EN EL HORNO. HORNO VISOR CON BURLETE DE SELLADO PARA RETENER EL CALOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVBR6BF-NV.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina americana Venancio a gas mod fa6p 6hornallas;1;7916000;;;;;;GCAVFA6P;;;VENANCIO;7893956000681;;;102,00;41,00;82,00;85,73;;;3;;;;;;;;ANAFE CON BASE 6 HORNALLASQUEMADORES EN HIERRO FUNDIDO TIPO ESTRELLAHORNALLAS DE 30X30 CMSCONTROL INDIVIDUAL DE QUEMADORESMODELO A GAS DE BAJA PRESIÒNCUERPO EN ACERO INOXIDABLE;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCAVFA6P.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Cocina combinada Tokyo blanca essencial 3horn gas 1elect horno electrico 50x50cm;1;1496000;;;;;;COTOKESSE31BB;;;TOKYO;7841175008476;;;53,00;86,00;57,00;64,95;;;3;;;;;;;;COCINA COMBINADA ESSENCIAL 3H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOKESSE31BB.JPG;;;Marca:TOKYO&Producto:COCINAS COMBINADAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina electrica Tokyo 2placas mod tok20 1500-750w;1;205000;;;;;;COTOK20;;;TOKYO;7841175001354;;;9,50;54,00;65,00;12,00;;;3;;;;;;;;REGULADOR DE TEMPERATURATERMOSTATONIVELES DE POTENCIA MIN., MAX.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK20.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina combinada Tokyo euro 4h a gas horno electrico con encendido mesa inox;1;1058000;;;;;;COTOEU4HHE-RE;;;TOKYO;7899639731866;;;50,50;81,50;57,50;59,16;;;3;;;;;;;;COCINA COMBINADA  EURO 4H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOEU4HHE-RE.jpg;;;Marca:TOKYO&Producto:COCINAS COMBINADAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina electrica Tokyo 1placa mod tok19 1500w;1;129000;;;;;;COTOK19;;;TOKYO;7841175001347;;;9,50;27,00;33,00;14,00;;;3;;;;;;;;REGULADOR DE TEMPERATURATERMOSTATONIVELES DE POTENCIA MIN., MAX.MED.  ANCHO 29CM, ALTURA 7CM, PROF. 23CM;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK19.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:COCCION&Vendedor:Sara Comercial;;
;Cocina maxi 2hornallas Venancio mod m2pd2;1;1924000;;;;;;GCVM2PD2-NV;;;VENANCIO;7893956008151;;;75,00;38,00;117,00;83,36;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCVM2PD2-NV.jpg;;;Marca:VENANCIO&Producto:COCINAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
